proteinA;proteinB
P14064;Q02516
P52918;P20676
Q12030;P38129
Q06142;P10863
Q12241;P36015
P06704;P32380
P38856;P17891
P09119;P54791
P06786;P06786
P39013;P32790
P19659;Q12124
P32502;P32501
P80428;P02293
P05453;P32790
P12385;P30771
Q08032;P24279
P48412;P30771
P17255;P16140
P36224;P33420
P16474;P01149
P16474;P25303
P14242;P25847
P33331;P32499
P40517;P30822
P07270;P52918
P09032;P20459
P20676;P40368
P40066;P49686
P38129;P53040
P32591;P22082
P07560;P32601
P04050;P20433
P11745;Q99176
P38121;P13382
P47017;Q04511
P38203;P40465
Q12288;P38203
P38203;P32873
Q05863;P57743
P40070;P32604
P40089;P06102
P47093;Q06406
Q12026;Q06406
Q12429;P47093
P49686;Q99189
P32774;P13393
P47170;P40070
P40089;P47029
P40089;P22138
Q06406;P25644
Q01476;P53550
Q02821;P33331
P33419;P32380
P36094;P32380
P36094;P53865
P53865;P32336
P38217;P20676
P32767;P20676
Q99189;P20676
P33420;P20676
P20676;P46970
Q04175;P20676
P32337;P20676
P32836;P32767
P32767;P32499
P32773;P32767
P32774;P32767
P40477;P20449
P40477;Q99189
P40477;P46970
P40368;P40477
Q02630;P40066
Q02821;P49686
Q02821;P40066
P38217;P48837
P48837;P40069
Q99189;P48837
P38181;P40368
P33307;Q02821
P41920;P21827
P06844;P13393
P06843;P16522
P39955;P06843
P06843;P06843
P03069;P13393
P32833;P54784
P54790;P54784
P54791;P54784
P50874;P54784
P38826;P54784
P54784;P21691
P54784;P54786
P54790;P32833
P32833;P54791
P50874;P32833
P38826;P32833
P54790;P54791
P50874;P54790
P38826;P54790
P54791;P50874
P54791;P38826
P50874;P38826
P46964;P41543
P48439;P41543
Q92316;P41543
P39007;P41543
Q02795;P41543
P33767;P41543
P48439;P46964
Q92316;P46964
P33767;P46964
Q92316;P48439
P48439;P39007
Q02795;P48439
P48439;P33767
Q92316;P39007
P33767;Q92316
P38282;Q00723
P38129;P34162
P39723;P46675
P23201;P41832
P23201;P41697
P23201;P40091
P53297;P04147
P39081;P04147
P25298;P04147
P04147;P25299
P24583;P04147
P39715;P04147
P32521;P53010
P32521;P32790
P29468;P45976
P53044;P29468
Q06632;P29468
P29468;Q12102
P29468;Q01329
P29468;Q06224
P29468;Q06102
P38956;P22082
P23561;P08018
P08018;P40073
P39081;P39081
P80667;P40155
P35056;P80667
P80667;P39108
P53112;P40155
P53112;P35056
P39108;P53112
P35056;P40155
P39108;P40155
Q07418;P28795
P32796;P35056
P35056;P39108
P53248;P35056
P07270;P20052
P29055;P07270
Q00772;Q12224
P23201;Q00772
P33338;P33338
P53858;P34226
P29465;P34226
Q08273;P52286
Q08562;P11978
P32807;P11978
P06779;P06701
P12904;P32578
P42845;P22579
P46679;P22579
P22579;Q12427
P33754;P39742
P39742;P14906
P14906;P33754
P07560;P39958
P17065;P07560
P31109;P40357
P40357;P32602
P32854;P18759
P38165;P32607
P13856;P11433
P48524;P39940
P53437;P40992
P53437;P13393
P04050;P32783
P04050;Q06697
P38351;P04050
P36145;P04050
P41805;P35184
P20433;P08518
P20434;P08518
P16370;P20433
P20434;P20433
P43565;Q00764
P22336;P06778
P14291;P14291
P07261;P11938
P22216;P14737
P31244;P06779
P25454;P25454
P06839;Q00578
P06838;P06777
P28519;P06777
P32337;Q02629
Q02630;P32337
P49687;P32337
P32337;Q03790
P06103;P40217
Q04067;P06103
P36084;Q07350
P31384;P39008
P15436;P47110
P13382;P47110
P47110;P15873
P15873;P38630
P15873;P40348
P38629;P15873
P40339;P15873
P38251;P15873
P24482;P21951
P21951;P21951
P13382;P21951
P10363;P21951
P32897;P39515
P32897;Q01852
P35180;P49334
P35180;P23644
P39515;P23644
P49334;P39515
P31380;P47017
P38314;P47017
P38147;P47017
P25644;P47017
P32828;P47017
P41920;P47017
P32578;P47017
P09232;P47017
P47017;P39943
P32558;P47017
P48240;P47017
P47017;P40530
P47017;P40527
P46971;P47017
P36048;P47017
P14741;P47017
P47017;Q07897
P47017;P23561
P47017;P53965
P53893;P47017
P53837;P47017
Q12171;P47017
Q12096;P47017
P09547;P47017
P48582;P47017
Q12461;P47017
P39706;P38203
P34228;P38203
P10862;P38203
P38203;P25644
P38203;Q04089
P38203;P39998
P32481;P38203
P22147;P38203
P53100;P38203
P53248;P38203
P40527;P38203
P21268;P38203
P40070;Q04149
P57743;P25644
P38203;Q04748
P38203;P32874
P53550;P38203
P38203;Q12272
P32606;P38203
P38203;P12611
P38203;Q08562
P38203;P39073
P24784;P38203
P38203;O14455
Q12395;P38203
P38203;P32074
P38203;Q12038
P40070;P18480
P40070;P25644
P40070;Q07350
P53622;P40070
Q05543;P40070
Q04119;P40070
P40077;P40070
P22147;P40070
P57743;P47017
P57743;P38203
P57743;P38266
P10862;P57743
P57743;P32828
P35688;P57743
P57743;P47093
P57743;P47170
P57743;P22035
P32522;P57743
P40212;P57743
P26786;P57743
P48582;P57743
P40070;P42944
P40070;P12866
Q07834;P40070
P40070;Q06708
P40070;P53935
P53550;P40070
P40070;Q01722
P40070;P22579
Q12517;P40070
P40070;Q08581
P40070;P33894
P40089;P25345
Q07527;P40089
O13329;P40089
P40089;P32481
P40089;P40070
P40089;P42942
P38750;P40089
P40089;P47017
P47170;P40089
P40089;P12866
P40089;P14741
Q06217;P40089
P40089;P49960
P40089;P25270
P40089;Q06625
Q06406;P51979
Q06406;P26725
Q06217;Q06406
P57743;Q06406
Q06406;Q04991
Q06406;P49960
P53905;Q06406
Q12096;Q06406
P25644;P53905
P53905;Q07468
P53905;P57743
P53905;P49960
P20053;P53905
P47093;P38074
P47093;P38228
P23059;P47093
P08566;P47093
Q04005;P47093
P53189;P47093
P47093;P41544
P47093;P47068
P14772;P47093
P20485;P47093
P47093;P49960
P47093;P53863
P47093;P53855
P33760;P47093
Q08199;P47093
P18544;P47093
P20053;P47093
P25644;Q03921
P17121;P25644
Q01684;P25644
P30775;P25644
P54786;P25644
P25644;Q03667
P25644;P49955
P25644;P53550
P53727;P25644
P25644;P53742
P39998;P34226
P39998;P34228
P39998;P39998
P39998;P40077
P22147;P39998
P23615;P39998
P47171;P39998
P53550;P38198
P53550;P38065
P07256;P53550
P34219;P53550
P53550;P25659
P52891;P53550
P53550;P25339
P53550;P22147
P23615;P53550
P38873;P53550
P40570;P53550
P53550;P40576
P53550;P47094
P53550;P36066
P36126;P53550
P53550;P36022
P53550;P54861
P53550;P08638
P53550;P05085
P53550;P46963
P15891;P48562
Q12134;P15891
P38328;P47117
P47117;Q12446
P39940;P04050
P39007;P46964
P50104;P22579
P20457;P21951
P38203;Q06625
Q12433;P53550
P33419;P36094
Q04175;P40477
P38129;P13393
P33767;Q02795
Q07418;P32796
P38736;Q01590
P06779;P14736
P46957;P47110
P47017;Q06406
P32381;P47117
P39743;P17555
P38203;P49960
P40070;Q06217
P57743;P40089
Q00416;P47093
Q12020;P39998
P32773;P29055
P19812;P06104
P38181;P20676
P38217;P49686
Q05027;P38129
Q02795;Q92316
P13393;P32773
P32774;P29055
P53112;P80667
P53604;P30619
Q12329;P11938
P26754;P06778
P06778;P26755
Q04792;P47017
P38203;P23059
P38203;P40395
P40070;P38960
P40070;Q03388
P25644;P40089
P40527;P40089
P40089;Q12096
P40089;Q12461
P47093;P39992
P40020;P39998
Q12275;P53550
Q02795;P46964
P22579;P38699
P06778;P06778
P40480;P53905
P06738;P53550
P89102;P38203
P40559;P35817
P38930;P33420
P36157;P30283
P46984;P46671
P53112;Q06389
Q04964;P11710
P08539;Q03981
P40956;P40473
P39014;P22276
P34223;P20676
P20676;P35210
P08468;Q08601
P32911;P38764
Q07549;P38764
P39743;P39743
Q03654;Q03654
P40325;P39743
P47129;P39743
Q04322;P39743
P39743;P48232
P39743;P53933
P38293;P21243
P23542;P23542
P06786;P35187
P31244;P35187
P13099;P35187
P39945;P32602
Q12287;P32602
P38348;P32602
P32602;Q08278
P32602;P17558
P32602;P40505
P32602;P22215
P32602;P36048
Q03770;P32602
P32602;Q12309
P39734;P32602
P25649;P32602
Q12516;P32602
Q12515;P32602
P32602;P36075
P32602;Q08202
P32602;Q08206
Q08650;P32602
P32602;Q08931
Q12436;P32602
Q03656;P53091
P38804;Q03656
Q03656;P40507
Q08550;Q03656
P32525;P32790
P32790;P38257
P32790;P14359
P32790;Q06604
P33338;P48562
P53933;P33338
Q12134;P33338
P33338;P32793
P40956;P18494
P43123;Q05541
P32628;P38764
P47152;P25343
P47152;P39743
P33200;P25343
P39743;P33200
P25343;Q05670
P39743;P53169
P25343;Q04175
Q06673;P39743
P39743;Q03018
P39743;P19658
P32337;P39743
P39743;P32767
P40079;P39743
P39743;P39112
P39743;Q04149
P39743;P32074
P39743;P32855
P39743;Q12034
P39928;P39743
Q01532;P22213
P41834;P22213
P20424;P39743
P35209;P38921
P35209;Q99314
P46680;P17555
P38316;Q12421
P38316;P20447
Q06411;P38316
P53849;P38862
P46682;P32873
P48562;P32873
P32458;P39011
P32468;P39011
P39011;Q07872
P39011;P39955
P39011;Q04921
P39969;P48562
P32618;P39969
P40077;P39969
P40583;P39969
Q08754;P38932
P13517;P28495
P38272;P32468
P47079;P11433
P11433;Q05785
P40507;P11433
P35999;P38862
Q02804;P53310
P32447;Q03691
P35817;P32584
P35817;P32911
P22224;P29366
P29366;P32944
P32618;P29366
P29366;P53280
P39011;P50623
P40095;P39011
P54786;P38041
P32864;P39969
P39969;P21339
Q03497;Q08754
Q08754;P36080
P32468;P32458
P11433;P50078
P38165;P25694
P87283;Q12018
P06839;P38147
P40505;P38147
P38147;P47057
P43639;P53857
Q02629;P48562
Q05670;P30283
P30283;P32526
Q03898;P30283
P13365;Q02606
P53721;P53968
P41896;P38877
Q99288;P39009
P38785;P48562
Q05031;P38785
Q06648;P38785
P25344;P38785
P38785;P36080
P38785;P54786
Q06648;P39011
Q06648;P26448
Q06648;P32468
Q06648;P48562
Q06648;Q05031
Q06648;P25344
Q06648;P25651
P36080;Q06648
P54786;Q06648
P38682;P40958
P38682;P46970
P08539;P38270
P08539;P28006
P38147;P53857
P38930;P43639
Q02629;P30283
P30283;P40020
P23748;P30283
P30283;P42845
P47049;P30283
Q08471;P30283
P30283;Q08729
P46970;P13365
P39946;P13365
P23201;P13365
Q12744;P06787
P06787;Q04461
Q06440;Q03088
P40075;P53968
P38890;P53968
Q05080;P25355
Q12377;P25355
P38130;P39009
P47150;P32801
P38261;P22224
P38261;P53738
P40570;P11710
P43563;P25555
P38785;P39011
P38785;P32468
P08539;Q04751
P40956;Q08908
P39955;P40956
P40956;P14680
P40956;P39703
P40956;Q04401
P40956;P39970
Q06604;P40956
P32793;P40956
P40048;Q04344
P52917;P50942
Q02574;Q03818
Q02574;P32354
Q03290;Q02574
Q02574;P47029
P40469;P53885
P32334;P53858
P38930;Q02892
Q02892;P22209
P38277;P40956
P38348;P40956
P40956;P32350
P40956;Q00539
P32521;P40956
P39743;P40956
P40956;P32790
P38867;P40956
Q12134;P40956
P38074;Q04659
P39677;Q08273
P04037;P38274
P38274;P53933
P25044;P50942
Q03088;P50942
Q06580;P50942
Q03790;Q08227
P46956;Q08227
P46965;Q08227
Q12405;P38991
Q12280;Q07872
P11710;Q12280
O13564;Q12280
Q12280;P40955
P28004;P38217
P39743;Q12446
Q12446;P38837
P14359;Q12446
Q12270;Q12446
P32776;Q02574
P40469;Q08930
Q03831;P39014
P39014;P53854
P39014;Q12324
P48562;P32334
P06785;Q02892
Q02892;P39723
P25651;Q02892
P20676;Q05911
Q03818;P20676
P38696;P20676
P54861;P20676
P38791;P20676
Q05080;P20676
P20676;P32864
P20676;P19524
P20676;P20435
P21242;Q03792
P21243;P21242
P21242;P32911
P43604;P21242
P53106;P21242
P21242;Q08018
P30656;P89105
P30657;P30656
P20676;P30402
Q12206;P20676
P20676;P39718
P20676;P25651
Q03900;P20676
P20676;P53184
P35727;P20676
P20676;P36023
P20676;Q08229
P32579;P54790
P53045;P40316
P08468;P25385
P08468;P34078
Q00539;P08468
Q05024;P08468
P39970;P53043
P53043;P53980
P30657;P22141
P21242;P40302
P32379;P21242
P38348;P30656
P38624;P30656
P30656;P32911
P38293;P30656
Q07549;P30656
Q12194;P30656
Q06624;P38624
P38624;P25043
P40013;P30657
P14680;P30657
P30657;P38346
P53243;P30657
P40555;P23724
Q02199;P23639
P23639;P25043
P15938;Q06819
Q08162;P15938
P15938;Q12280
P15938;P38692
P38293;P15938
P35194;P15938
P38880;P15938
P15938;P47120
P36083;P15938
P15938;Q08226
Q02754;P15938
P15938;O13575
P46974;P15938
Q03776;O13329
P32906;Q03776
Q03776;Q07418
P53933;Q03776
P25451;P25043
P39944;P25043
P53599;P43124
P43124;P15705
P16649;P43124
Q05541;P43124
P06777;P21269
P06777;P46943
Q05787;P06777
P06777;Q12246
P06777;P54784
P06777;P38176
Q06677;P06777
P53177;P06777
P38716;P06777
P06777;Q08421
P48581;P53933
P53749;P48581
P17106;P22216
O13329;P22216
P22216;P35209
P40164;P22216
P06104;P32803
P06104;P36058
P38766;P14737
P38165;P01120
P32572;P01120
P39008;P38232
P39083;P48562
Q06648;P39083
Q06091;P32523
P38302;P32523
P32523;P32523
P14772;Q12300
Q12300;P46972
Q12300;P35844
Q12300;P33759
Q12300;P39990
Q06160;Q12300
Q12432;Q12300
Q12300;O13583
Q12300;Q06815
P40032;P43588
Q12505;Q12250
P0C0X0;P0C0X0
P0C0X0;P34239
P39743;Q12168
P38764;P36003
Q07549;Q06103
P0C0X0;P31379
P53549;P43563
Q03656;P53549
P48235;P53549
P33297;P53549
Q08550;P33297
P38204;P36000
P13856;P39011
P38266;P39743
P18239;P32602
P33314;P40476
Q02891;P33314
Q03557;Q08754
Q12134;P32458
Q06005;Q02574
P53091;Q02892
P23638;P32911
P32468;P32468
P14737;P38147
P25651;P38785
P22209;P40956
P48566;P23201
P07274;P17555
P53851;P30657
Q02804;P53102
P32944;P11433
P32468;P48562
P53933;Q06440
Q08273;P53169
P40469;P34909
P46151;P15938
Q06168;P06777
P47050;P05375
P32572;P32602
P08539;P38268
Q12300;P46982
P32354;P39011
P53968;P46970
P06105;P08539
P08539;P38740
P40063;P50942
Q02892;Q99332
P35497;P20676
P20676;Q00764
P22141;P30656
P15938;Q12354
P06777;P34237
P53879;Q07843
P05085;P33299
P28495;Q06648
P39009;P32526
P40469;Q02770
P15938;P37366
Q05471;P06777
Q12300;P25659
P40583;Q12300
Q06216;P32602
Q02804;P40030
P53437;P25344
P25343;Q04322
P36080;P54786
Q04477;P53159
P32468;Q04477
P38853;P38853
P32618;Q03954
Q12267;P47037
Q04746;Q06179
P33895;P47149
P30902;P07251
P07251;P61829
P47037;P38989
Q02732;P32458
Q12349;P00830
Q03012;P35209
P17555;P38793
P25344;P45976
P39743;Q06339
P18494;P25344
P39743;P28274
P25344;Q04149
P39743;Q04934
P25344;P22224
P25344;P25649
P32489;P08153
Q99332;P12612
P38987;P53081
P39009;P13099
P33296;P38696
P54786;P54786
P30822;P39723
P38200;P30822
P30822;P38329
Q04934;P30822
P30822;Q04377
P32618;P30822
P38817;P30822
P30822;P38691
P30822;P20457
P21192;P30822
Q03220;P30822
Q03735;P30822
P30822;P39523
P30822;P40167
Q08886;P30822
Q05672;P30822
P30822;Q12390
P30822;P53550
Q99383;P25344
P39520;P25344
P25370;P39743
P25344;Q03503
Q08214;P25344
P25344;P32854
P39955;P25344
P25344;P39723
P47822;P25344
P39743;Q08923
P32610;P25344
P25344;Q02948
Q12115;P25344
Q07732;P25344
P35727;P25344
P36116;P25344
P25344;Q07887
P53933;P25343
Q12446;P25343
P32911;P25646
P53933;P32944
P08153;P25652
P25343;O14455
O14455;P39743
P38987;Q03818
P38987;Q01532
P52491;P32578
P54786;Q01684
P25651;P54786
P54786;P39992
P32908;P32908
P32908;P25651
P32908;P39013
P30822;P30822
P40573;P32908
P53253;P32908
P32908;P36094
P36022;P32908
P32908;P17119
P23201;P01097
P31376;P01097
P36022;P01097
P01097;P12753
P38748;P53253
Q03954;P34237
Q06629;P21192
Q06629;Q04477
Q08581;P38989
P39013;P38853
P40957;Q06629
P40957;P40014
Q07508;P47037
Q04477;P12753
P40014;Q04477
Q06629;P33895
P33895;P47037
Q08581;Q08581
Q07451;P17536
Q06440;Q06440
P31376;P40574
P38853;P39946
P38853;P31376
P39723;P38853
P40091;P39523
P47037;P39523
Q06407;Q06407
P32908;P40957
P40957;P40957
P32908;Q07457
P33895;Q07457
Q08581;Q07457
Q07457;Q07457
P38989;Q07457
Q06629;Q07457
P32618;Q07457
Q07457;P47037
P53900;Q07457
P17065;P17065
P17065;P32389
Q12191;P35736
P38989;P33419
P33895;P31111
Q12263;Q03954
P33895;P32618
P32618;P32618
P53253;P32618
P27895;P33895
P39523;P27895
P27895;P39723
P27895;P27895
Q06179;P27895
P47037;P40091
P53253;P53253
P53900;P53253
P17119;P53253
P32908;P53278
Q04477;P53278
P32468;Q01649
P32908;P47037
P47037;P32618
P33895;P36094
P33419;P33419
P33895;Q03954
P39013;Q03954
Q03954;Q03954
P54786;P21691
P32453;P07251
P07251;P22135
P07251;P00830
P00830;P00830
P81449;P07251
Q12349;P07251
P36022;P40014
P33895;Q12267
Q12267;P53253
Q06568;P32457
Q06568;P32389
Q04746;P41901
Q04746;P38989
Q04746;P47037
P39013;Q04746
Q04322;P47037
Q06629;P12753
P12753;P39013
P12753;P12753
P39083;P31376
P31376;P39946
P38313;P39946
P53253;P39946
P33419;P28743
P11709;P28743
P28743;P28743
P33895;P17119
P40460;P38236
P40460;P33895
P40460;P23201
P40460;P32468
P40460;P40460
P33419;P11709
P33895;P33419
Q03954;P32908
P39013;P32389
P32389;P32389
P47149;P32908
P53159;P47149
P19524;P47149
P47149;P40573
P47149;Q06629
P47149;Q12267
P47149;P52553
Q01649;P47149
P12753;P47149
P39946;P47149
P47149;P17119
P53148;P47149
P40460;P47149
P33895;Q00402
Q00402;Q06629
P53253;Q00402
Q00402;P47037
Q00402;Q03954
Q12263;P32457
P32457;P34244
P26448;P32457
P07251;P21306
Q06405;P07251
P07251;P81450
P07251;Q12233
P38077;P07251
P05626;P07251
Q12165;P00830
P00830;Q06405
P00830;P81450
Q12233;P00830
P00830;P38077
P00830;P05626
P00830;P09457
P00830;P00854
P00830;P30902
P00830;P61829
P81450;P00854
Q06405;P00854
P09457;P00854
P30902;P00854
P30902;Q06405
P30902;P81450
P09457;P30902
P00830;P32453
Q06405;P81450
P81450;Q12233
P38862;P39926
P48232;P25344
Q04477;Q04477
P47129;P47129
P01097;P07251
P48562;P54786
Q02948;P30822
P38989;P32908
P47037;P47037
P07251;Q12165
P09457;P07251
Q04048;P25344
P39703;P54786
P53253;P01097
P36022;P38853
P12753;P33895
P53253;P08153
P01097;P00830
P07251;P00854
P25344;P54999
P30822;P47166
P33895;P32908
Q04477;P32908
Q06440;P39723
Q12191;Q12191
P33895;Q12263
P39013;P40352
P32908;P12753
P47149;Q00402
P00830;P81449
Q04477;Q06324
P36022;Q04477
P36094;P36094
P21306;P00830
Q12483;P29055
P29055;P47032
P38772;P29055
Q04119;P29055
P41808;Q07829
P38198;Q06682
Q04660;P41835
P53724;P39729
Q03723;P29055
P36224;Q06820
Q12520;P50264
P39524;Q12080
P28004;Q04048
P28004;Q06137
P28004;Q06410
P28004;P32854
P47152;P28005
P39730;Q06538
Q07732;P39727
P39711;Q02209
P22336;P26755
P34217;P39707
P22209;P22209
P80235;P53245
Q06598;O13562
P23250;Q06616
Q06616;P39996
Q06604;P38301
P06197;P25087
Q06103;P40016
P34167;Q06098
Q06098;P14180
Q06096;Q06410
P40460;Q06096
Q12306;P39521
Q03973;P39521
Q02794;P30656
P21264;P20424
P29055;Q12374
P29055;Q99344
P29055;Q12038
Q12233;P29055
P29055;P48527
P21825;P29055
P29055;Q02804
P29055;Q12029
Q12232;P29055
P29055;Q12219
P29055;Q12415
P29055;Q12067
P29055;P06785
Q08465;P29055
Q08417;P29055
P29055;P33448
P38909;P29055
Q12333;P29055
Q08293;P29055
P29055;P50875
P29055;Q12285
Q08229;P29055
Q12362;P29055
P29055;P53829
P41814;P29055
P29055;Q04869
P29055;Q04951
P29055;P38429
P36525;P29055
Q03233;P29055
P29478;P29055
P52919;P29055
Q06188;P29055
P29055;Q12349
P29055;O13543
Q05779;P29055
P29055;P46675
P36038;P29055
P35999;P29055
P47117;P29055
P29055;P22696
P40359;P29055
P40364;P29055
P29055;P07278
P38863;P29055
P53340;P29055
P29055;P53330
P50086;P29055
P42938;P29055
P53038;P29055
P29055;P53234
P41896;P29055
P33891;P29055
P43560;P29055
P43579;P29055
P29055;P39952
P29055;P40049
P40047;P29055
P29055;P32775
P29055;P87282
P29055;P32494
Q03904;P29055
P29055;Q03864
Q12047;P29055
Q07505;P29055
P37261;P29055
P25558;P29055
P38311;P29055
P29055;P38304
P38123;P29055
P29055;P38068
P38206;P29055
Q06822;P21264
P21264;Q06821
Q06821;P21771
P49960;Q12262
Q12284;Q06451
Q12154;Q12284
P07263;Q03048
Q02574;Q12495
P32578;Q06813
Q06813;P05318
Q12514;P37838
Q12346;Q12346
Q12346;O13558
P32331;P53853
P41808;P07257
P41808;P21264
P43582;P41808
P40218;P08425
P21264;Q12049
P02293;P38431
Q08904;Q12199
P23595;Q12199
Q12028;P36000
Q06169;Q12402
Q03290;P37366
P47033;P41819
P46680;Q08979
P38207;P03069
P29469;P32875
P38205;P50089
P43595;P38199
P50943;P38066
P07257;P07256
P32854;P32602
Q12447;P34221
P38910;P34221
P38183;P38183
P38182;Q12292
P37020;P38177
P49167;P38176
P38176;Q08498
P38166;P43534
P38229;P24583
P38162;P13090
P38211;Q12020
Q12045;P53737
Q12045;P32915
P39996;Q12520
P20095;P46670
P02829;P40586
P38523;Q08968
Q08968;Q03677
P39904;P20606
Q08964;Q04177
Q99314;Q08961
Q08961;P25575
P32806;Q08960
P29295;Q12517
P25454;P29295
Q08955;P37302
Q08952;Q12265
P29055;P40557
P38072;P24869
Q08498;P29055
Q03759;P29055
P42940;P29055
P29055;P25579
P43598;Q06625
Q07418;P39729
Q06096;P07257
Q12462;P29055
P29055;P38771
Q06821;P39940
Q03406;P38210
P32468;P46670
P43588;P07263
P53220;P38064
Q06523;Q07716
P49089;P38821
O13566;Q03083
Q06835;Q06505
P29055;P38782
P29055;P38726
P29055;P38727
P35195;Q12306
P29055;P05318
P29055;Q07457
Q12028;P43615
P39102;P07256
P38185;P50874
P53312;Q02950
Q02866;Q05871
Q03373;Q02724
Q12261;P17119
P38909;Q08754
Q08754;P53853
Q12306;Q08562
P41800;Q12453
P12611;P23638
P51534;Q08955
Q08270;P09959
P53632;P38881
P37303;P80210
Q02821;P36088
Q99257;P32263
P32179;Q08754
